U matrix:
0.95416 1.18626 1.03185 
0.72291 1.00209 0.68465 
0.67824 0.66528 0.88708 
0.84442 0.70494 0.85313 
0.72437 0.78172 0.85923 
0.56478 0.81783 0.80325 
0.36712 0.35145 0.20689 
0.46655 0.76083 0.51730 
0.88207 0.93790 0.94000 
0.56170 0.58391 0.72825 
0.83324 0.93109 0.87705 
0.52308 0.67036 0.55510 
0.73274 0.79044 0.89030 
0.47162 0.77480 0.71628 
0.50319 0.62762 0.50911 
0.43880 0.37889 0.43989 
0.39814 0.27367 0.39744 
0.47151 0.57384 0.68445 
0.65880 0.64437 0.84951 
0.89890 0.89960 0.90138 
0.74608 0.56835 0.62661 
0.59160 0.43320 0.47600 
0.48726 0.36453 0.49847 
0.60542 0.68334 0.53792 
0.07483 0.34540 0.27796 
0.85928 0.81426 1.02710 
0.28889 0.29462 0.21806 
0.33386 0.34993 0.20266 
0.55386 0.46523 0.57119 
0.71634 0.79411 0.54226 
0.11906 0.30249 0.37476 
0.90737 1.14346 0.94538 
0.22136 0.34252 0.37308 
0.13974 0.23108 0.33671 
0.35474 0.28014 0.32004 
0.22589 0.33402 0.25489 
0.78730 0.92412 0.70436 
0.33343 0.44361 0.40214 
0.64114 0.62467 0.62222 
0.47858 0.37908 0.50049 
0.63991 0.78303 0.87516 
0.56955 0.41000 0.37210 
0.88867 0.91513 1.14022 
0.76347 0.58218 0.85700 
0.21250 0.23452 0.16576 
0.50284 0.43043 0.44155 
0.15284 0.33065 0.31522 
0.66113 0.82799 0.77745 
0.36826 0.14045 0.36560 
0.90640 0.88373 1.13830 
0.60467 0.77820 0.50293 
0.39276 0.55044 0.39916 
0.95847 0.85334 0.96559 
1.02284 1.11989 1.25615 
0.97946 1.06410 0.82707 
0.92885 0.87754 0.77601 
0.36010 0.37401 0.36507 
0.77651 0.70863 0.66727 
0.80607 0.83063 0.76402 
1.18219 1.12587 1.12399 
0.62661 0.56402 0.39616 
1.00804 0.93978 0.74584 
0.94729 0.85476 0.97679 
0.74343 0.95977 0.85775 
0.71543 0.53276 0.59532 
0.68940 0.85932 0.81968 
0.46256 0.50609 0.63842 
0.27892 0.40689 0.24380 
0.28877 0.20649 0.10148 
0.73627 0.64788 0.59551 
1.09994 1.05168 0.82552 
0.94765 0.82408 1.06089 
1.05146 0.93729 1.03877 
1.11665 0.82540 1.12375 
0.88831 0.79847 0.92412 
1.03178 0.94929 1.08688 
0.80168 0.73958 0.72939 
0.78568 0.88488 1.03891 
0.39527 0.29396 0.09052 
0.26495 0.23641 0.28397 
0.53282 0.63979 0.54700 
0.79472 0.81393 0.72057 
0.60983 0.57215 0.70098 
0.45963 0.39651 0.28771 
0.15476 0.34971 0.31628 
0.81371 0.84897 0.70661 
0.98063 1.03478 0.93860 
0.79837 0.94593 1.04006 
0.66768 0.70367 0.53820 
0.81148 0.79234 0.73175 
0.42579 0.49478 0.61503 
0.98762 0.79565 0.82720 
0.74864 0.70399 0.78624 
1.01847 0.68172 1.01469 
1.04570 1.00804 0.88356 
1.04878 0.78557 0.80885 
0.44626 0.53685 0.37542 
0.38396 0.44465 0.37102 
0.35617 0.43739 0.39342 
0.70324 0.95662 0.71845 
0.90361 0.83866 0.89484 
0.21873 0.41774 0.30965 
0.74178 0.85537 0.75550 
0.85718 0.61965 0.82254 
0.62544 0.66891 0.85762 
0.70128 0.74173 0.74130 
0.60964 0.69596 0.66909 
0.68960 0.73525 0.87889 
0.75907 0.91397 0.81576 
1.05568 0.92212 0.88714 
0.73465 0.66831 0.84268 
0.92172 0.98097 0.67507 
1.52830 1.25022 1.44530 
0.52989 0.51690 0.32628 
0.51507 0.41397 0.58874 
0.42934 0.38432 0.27556 
0.22400 0.34367 0.27573 
0.93109 0.72337 0.74883 
0.49167 0.39170 0.31191 
0.28651 0.17000 0.31148 
0.65106 0.50752 0.39679 
0.20807 0.13026 0.20170 
0.73136 0.78820 0.93157 
1.04326 0.96369 1.03595 
1.14164 1.39369 1.26916 
1.02179 1.03277 0.94876 
0.82609 0.91762 0.98960 
0.92013 0.75067 0.78482 
0.99672 0.94807 0.97624 
0.35501 0.35148 0.27250 
1.06191 0.79271 1.06176 
0.97978 0.91547 0.95056 
0.89622 0.87904 0.85775 
0.55288 0.66528 0.62277 
0.90862 0.91514 0.96837 
1.10434 1.18178 1.27112 
0.90631 1.08841 1.01814 
0.35072 0.34371 0.38216 
1.02210 0.88943 0.85739 
0.17601 0.14054 0.24033 
0.81773 1.04049 0.80705 
0.74623 0.64477 0.80742 
0.81076 0.80568 0.95892 
0.54310 0.27893 0.54222 
0.28011 0.33387 0.23217 
0.61657 0.47541 0.54168 
0.88909 1.01017 1.11930 
0.86171 1.01713 0.90677 
0.63068 0.51016 0.75221 
0.86535 1.00485 0.95025 
0.11825 0.11431 0.04707 
0.83028 0.73555 0.83430 
0.43330 0.62285 0.58233 
0.72445 0.77146 0.71796 
0.13677 0.11029 0.31208 
0.83118 0.91524 0.83191 
0.54773 0.55397 0.54889 
0.88588 0.95434 0.82262 
0.38938 0.54195 0.41093 
0.56652 0.53532 0.47962 
0.39407 0.31559 0.36818 
0.19081 0.26346 0.13334 
0.65808 0.76117 0.59094 
0.78224 0.95827 0.75453 
0.45474 0.56104 0.61096 
0.89892 1.00607 0.89993 
0.30688 0.30578 0.49868 
0.48851 0.76888 0.68187 
0.29903 0.46199 0.26781 
0.34883 0.60802 0.55437 
0.63388 0.53416 0.65688 
0.55644 0.57752 0.70275 
0.38058 0.31888 0.47660 
0.74687 0.78916 0.85114 
0.59086 0.59797 0.37823 
0.44425 0.38450 0.50194 
0.97264 0.70354 0.85273 
0.82593 0.98577 0.80359 
1.07256 0.77649 1.00581 
0.34530 0.19739 0.31606 
1.00602 1.02194 1.13399 
0.74755 0.65761 0.60719 
0.85598 0.83339 0.59618 
0.71350 0.67348 0.67310 
0.71735 0.73602 0.84425 
1.01188 0.86989 0.93227 
0.69696 0.91085 0.74027 
1.12497 1.02529 1.07633 
1.08008 1.07561 1.11812 
0.59596 0.86738 0.67041 
0.62867 0.84626 0.81849 
1.02479 0.86925 0.94286 
0.79671 0.75321 0.62473 
0.70215 0.73967 0.74729 
0.22458 0.45294 0.44057 
1.05021 0.99110 0.87648 
0.85081 0.73586 0.89886 
0.56633 0.56466 0.65038 
0.11960 0.44186 0.34631 
1.01587 0.93922 0.96712 
0.62475 0.52580 0.48941 
0.99547 1.08117 0.94031 
0.96787 0.94485 0.92293 
0.31257 0.47580 0.38682 
0.81080 0.86431 0.63457 
1.02216 0.92380 0.80676 
0.88885 0.80827 0.74473 
0.84585 1.05418 1.06064 
0.50695 0.57205 0.81024 
0.92327 0.83250 0.89051 
0.96372 0.91472 0.93641 
0.56646 0.60072 0.59047 
0.95226 1.07053 1.01622 
0.98821 0.73183 0.78928 
1.08310 0.94178 0.86691 
1.20243 1.09338 1.16114 
0.23434 0.41587 0.21109 
1.10497 0.92651 1.05383 
0.52610 0.51588 0.37743 
0.42662 0.24358 0.38740 
0.71161 0.79426 0.78082 
0.66032 0.76695 0.58666 
0.30058 0.48360 0.55243 
0.75362 0.91634 0.66542 
0.84795 0.88187 0.84145 
0.89966 0.95362 0.87358 
0.12343 0.33445 0.24415 
0.76470 0.71401 0.60746 
0.44889 0.53785 0.51120 
1.11527 1.12684 0.95995 
0.41736 0.56246 0.28547 
0.80776 0.78259 0.85193 
1.00491 1.00480 1.03364 
0.18587 0.31513 0.30748 
0.63786 0.73373 0.63072 
0.46343 0.46571 0.51670 
0.20180 0.35940 0.31708 
0.17238 0.05081 0.15368 
0.89140 0.72462 0.67414 
1.05694 0.96470 0.99768 
0.39902 0.37478 0.23817 
0.89380 0.78474 0.59629 
0.27841 0.35746 0.43472 
0.78422 0.64425 0.57148 
0.88707 0.89164 1.08691 
0.30709 0.33573 0.32712 
0.84575 0.94041 0.72322 
0.81142 1.05805 1.01626 
0.83988 0.79609 0.91675 
0.50518 0.18859 0.28304 
0.56501 0.56850 0.60897 
0.98909 0.89083 0.77747 
0.46046 0.50470 0.34000 
0.29934 0.34715 0.49186 
0.40683 0.43882 0.60136 
0.53905 0.65280 0.73337 
0.70889 0.56894 0.64299 
0.18705 0.14331 0.15479 
0.23590 0.14359 0.41999 
0.82924 0.66737 0.82612 
0.88186 0.80542 0.79710 
0.39532 0.47082 0.43812 
0.59786 0.56901 0.46797 
0.79272 0.62707 0.74431 
0.88207 0.83091 1.04674 
0.45834 0.52466 0.45273 
0.36168 0.37389 0.46602 
0.15982 0.27120 0.17699 
0.95698 0.73011 0.81986 
0.55604 0.30049 0.47787 
0.37497 0.32308 0.30161 
0.60177 0.50697 0.81797 
0.36612 0.42638 0.39128 
0.93846 1.14757 1.02122 
0.19535 0.29636 0.24556 
0.76116 0.69978 0.51521 
0.50400 0.46820 0.56899 
0.58421 0.62328 0.39054 
0.69633 0.71982 0.84071 
0.30053 0.42766 0.36352 
0.54145 0.50438 0.39039 
0.21522 0.29758 0.18094 
0.34036 0.45366 0.47025 
0.10742 0.18330 0.20578 
0.79451 0.93921 0.72063 
0.64490 0.59121 0.62821 
0.50336 0.25749 0.23115 
0.92022 0.89212 0.79628 
0.26523 0.23617 0.34245 
0.55560 0.70073 0.75039 
0.52182 0.58026 0.62006 
0.39787 0.41504 0.23665 
1.00310 0.90597 0.93844 
0.39104 0.35665 0.37790 
1.00825 0.70215 0.75239 
0.36463 0.38022 0.52785 
0.86826 0.90292 0.64598 
0.89893 0.97147 0.71156 
0.30514 0.05254 0.05690 
0.87503 0.82128 0.89216 
0.59060 0.45698 0.55936 
1.00377 0.89752 0.98878 
0.32359 0.09048 0.37142 
0.97464 1.01830 0.86474 
0.68664 0.54963 0.70583 
1.08005 0.96056 0.99703 
0.50269 0.40377 0.69454 
1.02532 0.86370 0.94030 
0.87783 0.78948 0.65558 
0.23875 0.16323 0.14253 
0.71512 0.58732 0.69702 
0.83583 0.89235 1.01907 
0.63143 0.40984 0.45733 
0.51930 0.71940 0.68602 
0.71232 0.94242 0.73954 
1.23386 1.31403 1.10145 
0.50298 0.35261 0.47616 
0.96967 1.17208 0.91122 
0.31691 0.52600 0.37749 
0.30769 0.11523 0.43253 
0.75606 0.89026 0.82967 
0.26742 0.13792 0.11182 
0.76304 0.98392 0.83719 
0.90101 0.94155 0.85208 
0.78384 0.95882 0.89606 
1.12587 1.14692 1.31856 
0.79642 0.78291 0.77806 
1.24203 0.95147 1.01427 
0.41118 0.42449 0.43247 
0.23934 0.35869 0.08435 
0.84596 0.88250 0.99380 
0.38177 0.30078 0.28113 
0.46560 0.50560 0.67564 
0.64487 0.61535 0.64752 
0.45659 0.54520 0.30833 
0.55814 0.59644 0.81222 
0.32898 0.40678 0.30156 
1.01740 1.09705 1.01026 
0.86684 0.66822 0.55657 
0.82782 1.06031 0.84408 
0.55758 0.86136 0.84452 
0.43981 0.49699 0.69431 
0.73679 0.71727 0.88117 
0.49941 0.47610 0.23980 
0.60348 0.72759 0.56867 
0.97903 0.89996 0.83495 
0.73339 0.94112 0.80507 
0.73863 0.82027 0.83541 
0.72081 0.57383 0.49072 
0.65895 0.62369 0.46471 
0.28964 0.41153 0.25340 
0.85430 0.94328 0.91817 
0.90071 0.98233 1.00191 
0.48058 0.37506 0.23756 
1.00801 0.91665 0.91009 
0.91827 0.75175 0.64772 
0.50412 0.51980 0.47683 
1.23867 0.95498 0.95592 
0.40035 0.22202 0.29236 
0.94824 0.80425 0.74153 
0.41576 0.42594 0.48620 
0.77433 0.81646 0.79708 
0.96841 1.12875 0.97254 
0.64609 0.87352 0.75305 
0.98663 1.04138 1.11844 
0.69479 0.49845 0.55846 
0.90430 1.05478 1.06394 
1.16691 1.05234 0.99970 
0.94809 0.82968 0.78667 
0.66715 0.48653 0.75451 
0.65802 0.68928 0.65485 
0.88363 0.89471 1.01482 
0.93867 0.85548 0.85270 
1.09457 0.99231 1.00886 
0.74440 0.93942 0.98470 
0.46157 0.62290 0.63549 
0.33658 0.13436 0.20221 
0.64958 0.56362 0.58388 
0.39852 0.21365 0.36988 
0.73016 0.96574 0.76230 
0.77092 0.91455 0.64280 
0.62210 0.79118 0.64297 
0.04217 0.32847 0.27466 
0.51719 0.71966 0.54073 
0.96699 0.91974 0.92785 
0.12697 0.21038 0.25991 
0.34164 0.38816 0.20391 
0.84873 0.84135 0.68143 
0.60002 0.73197 0.74420 
1.71228 1.67307 1.78014 
0.55959 0.30634 0.38749 
0.91000 0.73871 0.94438 
0.34863 0.28747 0.26253 
0.61133 0.78061 0.52544 
0.60605 0.68047 0.79754 
0.38705 0.36818 0.43482 
0.20327 0.31748 0.12989 
0.86033 0.56808 0.68611 
1.07069 0.80305 0.94242 
0.72910 0.54909 0.66605 
0.59274 0.57111 0.61213 
0.34634 0.48179 0.26210 
0.85393 0.75298 0.97027 
1.01814 0.91153 1.06523 
0.47614 0.41580 0.32302 
0.50465 0.66778 0.55370 
0.80996 1.07179 0.86736 
0.73312 0.70667 0.89998 
0.82896 0.60191 0.81583 
0.87920 1.01205 1.01044 
0.63173 0.56839 0.51669 
0.39799 0.34272 0.19601 
0.77685 0.83077 0.53626 
0.93453 0.74774 0.73068 
1.01843 1.14531 0.94945 
1.18045 1.26664 0.96943 
0.62161 0.66484 0.49527 
0.91329 0.91898 1.02960 
0.87997 0.70182 0.77479 
0.93145 0.77228 0.79580 
0.90805 0.86131 0.96069 
0.90033 0.84063 1.07994 
0.65970 0.53138 0.60734 
0.94750 0.87649 0.74570 
0.95747 0.83832 0.88048 
0.64265 0.39657 0.47811 
0.43685 0.44281 0.35485 
0.24419 0.29012 0.43068 
0.10541 0.28286 0.11994 
0.99066 0.74863 0.97429 
0.92659 0.86182 0.90739 
0.48168 0.45073 0.35802 
0.54810 0.48937 0.47567 
0.86115 0.92212 0.97825 
0.35807 0.25399 0.37512 
0.78575 0.88977 0.92476 
0.57917 0.57744 0.70466 
1.07707 0.92264 0.99549 
0.53123 0.31853 0.27957 
0.81098 0.63726 0.73481 
0.89640 0.92439 0.87496 
1.05495 0.95628 0.89367 
0.95972 0.91630 0.99909 
0.36692 0.47042 0.37126 
1.07303 0.92194 0.86441 
0.96803 1.04051 0.78607 
0.18988 0.18546 0.17705 
0.41275 0.11464 0.25871 
0.50424 0.35228 0.28872 
0.95250 0.82208 1.08093 
0.45551 0.23365 0.25012 
0.30502 0.19858 0.36391 
0.96506 0.98313 1.09884 
0.55280 0.37560 0.51258 
0.18340 0.21347 0.36363 
0.63106 0.63851 0.75058 
1.03282 0.90180 1.07149 
0.86064 0.90418 0.65353 
0.90241 0.86102 1.00095 
0.91718 1.06788 1.04923 
0.84059 1.02119 1.11659 
0.58072 0.68239 0.44818 
0.58130 0.51966 0.45293 
0.96106 0.78656 0.95091 
0.35932 0.28845 0.48012 
0.27904 0.16110 0.27144 
0.58438 0.58099 0.55986 
0.39106 0.51016 0.50777 
0.91941 0.83110 0.65685 
0.69295 0.74102 0.65011 
0.21727 0.30595 0.48330 
0.39947 0.61861 0.54732 
0.38653 0.52566 0.55233 
0.65183 0.46747 0.49365 
0.79514 0.93443 1.09217 
0.54390 0.39171 0.31435 
1.04165 0.90754 1.27231 
0.22297 0.36273 0.42863 
0.89624 0.79393 0.89684 
0.26430 0.39918 0.29945 
0.12597 0.18052 0.23168 
0.56443 0.59080 0.59801 
0.61111 0.75860 0.74340 
1.15869 1.38063 1.19628 
0.77276 0.89276 0.68377 
0.40018 0.60428 0.40221 
0.30847 0.54114 0.59584 
0.03741 0.09535 0.02672 
0.88419 0.77738 0.66293 
0.90648 1.02686 0.76769 
0.76419 0.83503 0.98944 
0.52736 0.57776 0.35257 
0.53623 0.33704 0.36002 
0.77269 1.01196 0.93355 
1.01999 0.80578 0.87366 
0.63224 0.65202 0.56335 
0.52420 0.44956 0.29816 
0.57663 0.28384 0.32615 
0.82114 0.81409 0.83353 
0.31256 0.28489 0.33986 
0.46092 0.21906 0.26097 
0.76261 0.53012 0.72900 
1.04909 0.96342 0.98171 
0.19130 0.43590 0.38120 
0.76643 0.89628 0.60070 
0.94010 0.65499 0.68555 
0.63164 0.51924 0.62053 
0.23449 0.41759 0.15185 
0.11575 0.34244 0.07151 
0.65061 0.60317 0.84770 
0.60794 0.83727 0.61497 
0.65484 0.39918 0.44483 
0.55086 0.60789 0.54369 
1.12525 1.15033 1.12281 
0.83411 0.69860 0.60648 
0.65209 0.81816 0.75296 
0.65931 0.64228 0.46092 
0.30892 0.39424 0.40358 
0.54148 0.73746 0.61244 
0.98490 1.01413 1.00820 
0.71550 0.67100 0.98559 
0.62180 0.83618 0.83348 
1.09807 0.89530 0.97540 
0.63678 0.79057 0.89924 
0.43878 0.51988 0.61619 
0.48155 0.18921 0.34623 
0.70419 0.85614 0.91340 
1.08766 0.95724 0.92731 
0.35007 0.10158 0.20423 
0.53169 0.52730 0.65130 
0.56244 0.45291 0.42206 
0.83789 0.91518 1.10031 
0.85580 0.81928 0.77691 
0.07109 0.33834 0.32231 
0.92845 0.74478 0.85151 
0.89208 0.76028 1.00855 
0.90237 0.83700 0.91686 
0.59111 0.39987 0.56526 
0.92276 1.10443 0.93821 
0.88670 0.73984 0.98922 
0.23052 0.23282 0.38909 
0.66520 0.74169 0.74377 
0.75224 0.70346 0.71684 
0.63669 0.54156 0.62371 
0.22662 0.46497 0.26416 
0.87356 0.87086 0.85147 
0.97490 1.00590 1.03392 
0.89886 1.15661 1.03461 
0.29483 0.53433 0.54199 
0.87156 0.77762 0.71951 
0.93294 0.84181 0.80798 
0.52545 0.31430 0.51903 
0.68603 0.63475 0.71449 
0.59244 0.44234 0.41797 
0.97307 0.86261 0.80923 
1.00015 0.99456 0.93448 
0.55739 0.43008 0.60597 
0.81679 0.86819 0.75032 
0.91296 0.94647 0.83563 
0.92429 0.85930 0.98691 
0.98110 0.91399 0.78273 
0.13344 0.22897 0.13965 
0.27566 0.20101 0.38187 
0.45985 0.62218 0.55091 
0.61623 0.48592 0.51144 
0.83058 1.03867 0.91633 
1.22377 1.17058 1.14642 
0.54964 0.32359 0.61575 
0.78419 0.75614 0.90581 
0.83760 0.75806 0.90314 
0.92655 0.92809 0.95374 
0.11904 0.21953 0.31294 
0.99109 1.01231 0.98087 
0.81389 0.85970 0.86611 
0.37386 0.09855 0.24874 
0.27227 0.30471 0.32318 
0.34560 0.48175 0.51390 
0.36744 0.60238 0.36561 
1.02648 1.04094 0.86829 
0.60769 0.35487 0.50017 
0.62741 0.47991 0.53095 
0.58751 0.51675 0.42044 
1.07113 1.15883 1.07537 
1.01933 1.09098 1.10511 
0.85754 0.91164 0.88821 
1.03776 1.10418 0.97593 
0.91704 0.93933 0.90884 
0.93940 1.08139 0.97750 
0.35253 0.42414 0.33889 
0.96266 1.06317 0.86622 
0.99088 1.09254 0.90103 
0.34261 0.28331 0.39651 
0.67209 0.43751 0.77308 
0.76347 0.71262 0.70110 
0.67673 0.70208 0.51593 
1.05935 0.85894 0.80859 
0.33694 0.19486 0.39716 
0.91098 0.97488 1.09516 
0.31396 0.30225 0.43923 
0.64700 0.36668 0.59999 
0.45463 0.53855 0.47617 
1.03750 1.02841 0.92532 
0.30589 0.33326 0.35930 
0.72865 0.56069 0.78319 
0.95638 0.88708 1.10981 
0.94283 0.93465 0.97731 
1.02038 1.09577 0.78734 
0.49528 0.63710 0.54607 
1.06467 1.05793 0.94899 
0.62091 0.43420 0.59308 
0.38462 0.55777 0.61469 
0.76317 0.94535 0.82147 
0.45305 0.43018 0.53316 
0.86943 0.79438 0.91604 
0.94569 0.69763 0.93897 
0.66875 0.76728 0.64413 
0.82238 0.72627 0.75097 
0.33005 0.21695 0.17514 
0.55159 0.84289 0.82537 
0.38596 0.53387 0.33384 
0.29500 0.12121 0.19314 
0.53806 0.38096 0.43859 
0.83012 1.04992 0.85198 
0.70961 0.75583 0.71203 
1.01949 0.93869 0.98067 
0.44434 0.42718 0.50344 
0.94447 0.92051 1.14714 
0.49312 0.34490 0.62655 
0.86982 0.95709 0.97720 
0.77710 0.61716 0.82898 
1.24246 1.11175 1.19999 
0.89457 0.94906 0.76480 
0.85831 0.82931 1.07066 
0.68453 0.61750 0.71585 
0.68708 0.61757 0.53196 
0.93445 1.05050 0.98638 
0.82419 0.82182 1.08019 
0.66161 0.50817 0.61219 
0.43817 0.29880 0.59574 
0.38081 0.32719 0.11383 
0.35471 0.27374 0.21347 
0.66776 0.97657 0.90709 
0.72855 0.64317 0.56470 
0.55287 0.61196 0.62177 
1.04054 1.00095 1.13940 
0.90372 0.84796 0.79909 
0.86316 0.98785 0.84706 
0.19321 0.17387 0.15978 
0.57872 0.66258 0.54010 
0.56558 0.60464 0.46835 
0.87162 0.65547 0.74742 
1.00408 0.84604 0.74217 
1.02900 1.06383 0.92988 
0.80468 0.90170 0.97464 
1.19154 1.07698 1.17085 
0.83902 0.86614 0.88310 
0.59985 0.60939 0.51946 
0.82907 0.98058 0.85065 
1.00729 1.22590 1.15453 
0.92531 1.00246 0.98075 
1.05972 1.02364 1.09848 
0.75103 0.55303 0.62270 
0.43269 0.39603 0.26693 
0.06599 0.15329 0.12458 
0.75486 0.64207 0.58654 
0.25357 0.35478 0.17951 
0.32307 0.24318 0.37945 
1.05607 1.34684 1.03344 
0.41013 0.51907 0.46263 
0.98853 1.12645 0.98334 
0.49534 0.59632 0.46598 
0.56551 0.57726 0.66427 
0.90539 0.90891 1.05180 
0.99923 0.90802 0.85262 
0.17277 0.30048 0.39822 
0.93819 1.15339 1.08445 
1.02135 0.91227 0.95058 
1.00099 0.76461 0.81683 
0.24328 0.17829 0.28308 
0.26366 0.41631 0.24626 
0.32034 0.31801 0.42138 
0.86315 1.00498 1.12538 
1.00544 0.79965 0.98081 
0.57391 0.60772 0.74329 
0.71607 0.82990 0.66838 
0.29425 0.34441 0.32843 
1.07659 1.06828 1.12207 
0.44999 0.25499 0.54421 
0.81892 0.63400 0.74483 
0.89373 0.98502 1.17939 
0.49350 0.30184 0.53208 
0.83781 0.83377 0.90937 
0.22793 0.23536 0.04953 
0.59485 0.45509 0.55322 
0.67296 0.76551 0.76974 
0.72611 1.01216 0.74386 
0.94807 0.83999 0.89078 
0.35986 0.29874 0.35941 
0.83542 1.15730 0.98389 
0.53606 0.47939 0.67224 
1.14638 1.17186 1.18353 
0.79051 0.75950 0.63188 
0.83719 0.96954 1.12896 
0.74328 0.77906 0.72020 
0.76622 0.65820 0.54055 
0.87530 1.07411 0.92171 
1.12640 1.07258 0.92048 
0.29548 0.40688 0.11370 
0.06504 0.22568 0.35830 
0.74544 0.92534 0.69576 
0.45158 0.43178 0.34327 
0.75064 0.88375 0.95198 
0.26723 0.15051 0.34854 
0.79256 0.81609 0.72436 
0.74774 0.99025 0.82190 
0.44974 0.31066 0.17359 
0.37133 0.19830 0.18615 
0.59154 0.58739 0.44738 
0.94461 1.07474 1.10700 
0.95870 0.80385 0.94133 
0.79519 0.75948 0.92242 
0.55117 0.58648 0.58937 
0.84488 0.82334 1.01578 
0.39270 0.43465 0.58619 
0.83274 0.61341 0.64195 
0.13996 0.12389 0.40505 
0.99350 0.93906 1.07292 
0.35792 0.39945 0.37014 
0.88168 0.80934 1.05305 
0.92908 0.79096 0.94881 
0.31173 0.20970 0.23435 
1.03598 0.84881 0.94154 
0.50996 0.36003 0.43967 
1.06097 0.87916 1.11935 
0.93443 1.12789 0.88139 
0.38896 0.61269 0.62999 
0.24489 0.13841 0.36430 
0.76312 0.64561 0.63345 
0.61926 0.57499 0.87096 
0.27793 0.17522 0.12783 
0.68806 0.79352 0.72247 
0.23154 0.32472 0.25847 
0.17883 0.09673 0.29814 
0.88334 0.91876 0.78604 
0.72186 0.65241 0.79001 
1.07618 0.92474 0.97293 
1.11054 1.17753 1.00628 
0.86387 0.88423 0.79395 
1.06397 1.06517 0.91810 
0.63624 0.60836 0.45294 
0.53986 0.58028 0.86189 
0.82210 0.91187 0.87471 
0.66478 0.74286 0.71449 
1.00408 0.86513 0.83729 
0.46500 0.56956 0.58330 
0.67943 0.51175 0.62210 
0.66237 0.69135 0.52979 
0.24427 0.43866 0.31867 
0.74190 0.87242 0.92418 
0.79459 0.85466 0.78992 
0.94935 1.03664 1.00442 
0.41728 0.19633 0.35363 
0.71222 0.89493 0.67172 
0.98515 0.85476 0.75783 
0.36309 0.35132 0.63966 
0.65856 0.81508 0.77214 
0.99681 0.76310 0.76456 
1.01974 1.03809 1.02576 
0.37169 0.30006 0.29096 
0.46351 0.59054 0.37933 
1.04714 0.84844 0.79958 
0.83688 0.85669 0.97891 
0.80872 0.82692 0.92796 
0.77173 0.72654 0.66615 
0.67662 0.44912 0.58999 
0.70237 0.91901 0.71463 
0.92663 0.97499 0.96999 
0.91325 1.10902 1.14721 
0.88508 0.87441 0.80890 
1.06878 0.92703 1.00631 
0.48123 0.52960 0.58071 
0.47343 0.25223 0.26005 
0.52142 0.53885 0.76647 
0.57983 0.75202 0.71816 
0.71732 0.71450 0.80592 
0.41235 0.57851 0.48113 
0.18175 0.28485 0.14109 
0.53798 0.67109 0.52907 
1.10975 1.05363 0.94204 
0.20409 0.14901 0.29877 
1.02549 1.04924 0.89253 
0.92519 1.10261 0.94427 
0.74146 0.87811 0.79976 
0.84815 0.83703 0.73739 
0.37609 0.58830 0.60064 
1.10535 1.00023 0.92061 
0.86590 1.05002 0.81502 
0.40515 0.35744 0.16729 
1.08365 1.02349 1.12643 
1.18161 1.01033 0.98436 
0.98010 0.98156 0.80631 
0.30752 0.33482 0.49958 
0.17269 0.23369 0.43367 
1.01096 0.84004 0.80481 
0.89379 0.99092 0.98194 
0.78501 1.04443 0.87893 
0.48623 0.34781 0.38530 
0.53059 0.39808 0.55690 
0.86180 0.91872 0.78693 
0.64977 0.74122 0.83203 
0.84423 0.68149 0.86261 
0.38661 0.40123 0.43039 
0.25442 0.07911 0.17886 
1.07428 0.94846 0.86999 
0.47188 0.53129 0.39157 
0.76061 0.85625 0.97424 
0.78319 0.74563 0.73625 
0.97569 0.79634 0.92797 
0.23759 0.19534 0.27801 
1.11070 0.90539 0.93117 
0.25175 0.42212 0.51661 
0.75932 0.88535 0.84963 
0.59619 0.38584 0.45400 
1.08173 0.96791 1.03680 
0.74944 0.81492 0.67636 
0.98078 0.81499 0.87277 
0.97432 0.83952 1.10640 
0.47902 0.48903 0.40860 
0.57119 0.33689 0.48288 
0.82732 0.96553 0.84638 
0.85776 1.10667 0.81556 
1.08522 1.11403 0.89589 
0.86243 0.63647 0.74832 
0.25042 0.28254 0.39259 
0.78417 0.74722 0.75921 
0.41912 0.35617 0.43898 
0.67602 0.69440 0.52470 
0.58286 0.70161 0.48741 
0.48775 0.52316 0.51654 
0.97143 1.08743 0.99183 
0.40346 0.33285 0.30066 
0.39501 0.23234 0.41436 
0.13722 0.38284 0.42842 
0.76581 1.06925 0.83512 
0.72583 0.75868 0.88936 
0.38658 0.54219 0.24791 
0.84140 0.84934 0.57002 
0.48530 0.63727 0.68765 
0.96665 1.03984 1.01694 
0.88367 0.96112 0.82306 
0.30414 0.35643 0.15435 
0.57634 0.65050 0.53088 
0.65385 0.60082 0.79686 
0.67441 0.61304 0.81868 
0.42296 0.37442 0.63531 
0.87725 0.74250 0.90699 
0.20088 0.23186 0.37709 
0.96738 0.85365 0.89531 
0.76120 0.81662 0.63884 
0.80118 0.52076 0.70204 
0.88626 0.81396 1.08017 
1.01401 1.10204 1.22454 
0.88853 0.91436 0.94414 
0.35624 0.31206 0.57910 
0.86185 0.96934 0.85409 
0.45324 0.49038 0.44459 
0.56651 0.56886 0.63541 
0.77873 0.90520 0.84875 
1.07676 1.08972 0.86525 
0.95758 0.80717 0.77455 
0.35503 0.32273 0.51913 
0.73179 0.84887 0.72986 
0.30453 0.16613 0.31457 
0.44234 0.49990 0.38102 
